ⲙⲡⲉⲧⲛⲣⲡⲙⲉⲉⲩⲉ	CPLXAUXP	ⲙⲡⲉⲧⲛⲣⲡⲙⲉⲉⲩⲉ
ⲙⲡⲉⲧⲛⲥⲱⲙⲁ	CPLXP	ⲙⲡⲉⲧⲛⲥⲱⲙⲁ
ⲙⲡⲉⲧⲛⲥⲱⲧⲙ	CPLXAUXP	ⲙⲡⲉⲧⲛⲥⲱⲧⲙ
ⲙⲡⲉⲧⲛⲥⲱⲧⲙ	CPLXV	ⲙⲡⲉⲧⲛⲥⲱⲧⲙ
ⲙⲡⲉⲧⲛⲱϣ	CPLXAUXP	ⲙⲡⲉⲧⲛⲱϣ
ⲙⲡⲉⲧⲟⲩⲁⲁⲃ	CPLXVCONV	ⲙⲡⲉⲧⲟⲩⲁⲁⲃ
ⲙⲡⲉⲧⲟⲩⲉⲓⲣⲉ	CPLXVCONV	ⲙⲡⲉⲧⲟⲩⲉⲓⲣⲉ
ⲙⲡⲉⲧⲟ	CPLXVCONV	ⲙⲡⲉⲧⲟ
ⲙⲡⲉⲧⲡⲁⲣⲁⲃⲁ	CPLXVCONV	ⲙⲡⲉⲧⲡⲁⲣⲁⲃⲁ
ⲙⲡⲉⲧⲡⲁⲣⲁⲕⲁⲗⲉⲓ	CPLXVCONV	ⲙⲡⲉⲧⲡⲁⲣⲁⲕⲁⲗⲉⲓ
ⲙⲡⲉⲧⲡⲉ	CPLXP	ⲙⲡⲉⲧⲡⲉ
ⲙⲡⲉⲧⲡⲓⲥⲧⲉⲩⲉ	CPLXVCONV	ⲙⲡⲉⲧⲡⲓⲥⲧⲉⲩⲉ
ⲙⲡⲉⲧⲣϣⲁ	CPLXVCONV	ⲙⲡⲉⲧⲣϣⲁ
ⲙⲡⲉⲧⲣⲁ	CPLXP	ⲙⲡⲉⲧⲣⲁ
ⲙⲡⲉⲧⲣⲓⲧⲟⲛ	CPLXP	ⲙⲡⲉⲧⲣⲓⲧⲟⲛ
ⲙⲡⲉⲧⲣⲟⲥ	CPLXP	ⲙⲡⲉⲧⲣⲟⲥ
ⲙⲡⲉⲧⲥⲏϭ	CPLXVCONV	ⲙⲡⲉⲧⲥⲏϭ
ⲙⲡⲉⲧⲥⲙⲁⲙⲁⲁⲧ	CPLXVCONV	ⲙⲡⲉⲧⲥⲙⲁⲙⲁⲁⲧ
ⲙⲡⲉⲧⲧⲁⲕⲟ	CPLXVCONV	ⲙⲡⲉⲧⲧⲁⲕⲟ
ⲙⲡⲉⲧⲧⲃⲃⲏⲩ	CPLXVCONV	ⲙⲡⲉⲧⲧⲃⲃⲏⲩ
ⲙⲡⲉⲧⲱϣ	CPLXVCONV	ⲙⲡⲉⲧⲱϣ
ⲙⲡⲉⲩϩⲏⲧ	CPLXP	ⲙⲡⲉⲩϩⲏⲧ
ⲙⲡⲉⲩϩⲓⲥⲉ	CPLXP	ⲙⲡⲉⲩϩⲓⲥⲉ
ⲙⲡⲉⲩϫⲟⲉⲓⲥ	CPLXP	ⲙⲡⲉⲩϫⲟⲉⲓⲥ
ⲙⲡⲉⲩϭⲙⲡϣⲓⲛⲉ	CPLXAUXP	ⲙⲡⲉⲩϭⲙⲡϣⲓⲛⲉ
ⲙⲡⲉⲩϭⲱⲛⲧ	CPLXP	ⲙⲡⲉⲩϭⲱⲛⲧ
ⲙⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	CPLXP	ⲙⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ⲙⲡⲉⲩⲕⲁⲡⲛⲟⲥ	CPLXP	ⲙⲡⲉⲩⲕⲁⲡⲛⲟⲥ
ⲙⲡⲉⲩⲕⲉⲟⲉⲓⲕ	CPLXP	ⲙⲡⲉⲩⲕⲉⲟⲉⲓⲕ
ⲙⲡⲉⲩⲙⲉⲉⲩⲉ	CPLXP	ⲙⲡⲉⲩⲙⲉⲉⲩⲉ
ⲙⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ	ADV	ⲙⲡⲉⲩⲟⲉⲓϣⲉⲧⲙⲙⲁⲩ
ⲙⲡⲉⲩⲟⲉⲓϣ	CPLXP	ⲙⲡⲉⲩⲟⲉⲓϣ
ⲙⲡⲉⲩⲟⲉⲓⲕ	CPLXP	ⲙⲡⲉⲩⲟⲉⲓⲕ
ⲙⲡⲉⲩⲟⲩⲟⲉⲓⲛ	CPLXP	ⲙⲡⲉⲩⲟⲩⲟⲉⲓⲛ
ⲙⲡⲉⲩⲣⲟⲟⲩϣ	CPLXP	ⲙⲡⲉⲩⲣⲟⲟⲩϣ
ⲙⲡⲉⲩⲥⲟⲛ	CPLXP	ⲙⲡⲉⲩⲥⲟⲛ
ⲙⲡⲉⲩⲥⲟⲟⲩⲛ	CPLXV	ⲙⲡⲉⲩⲥⲟⲟⲩⲛ
ⲙⲡⲉⲩⲥⲧⲁⲩⲣⲟⲥ	CPLXP	ⲙⲡⲉⲩⲥⲧⲁⲩⲣⲟⲥ
ⲙⲡⲉⲩⲥⲫⲁⲗⲙⲁ	CPLXP	ⲙⲡⲉⲩⲥⲫⲁⲗⲙⲁ
ⲙⲡⲉⲩⲱⲛϩ	CPLXV	ⲙⲡⲉⲩⲱⲛϩ
ⲙⲡⲉⲭⲣⲏⲙⲁ	CPLXP	ⲙⲡⲉⲭⲣⲏⲙⲁ
ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	CPLXP	ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ
ⲙⲡⲉ	ANEGPST	ⲙⲡⲉ
ⲙⲡⲉ	ANEGPST_PPERS	ⲙⲡⲉ_ⲛⲧⲟ
ⲙⲡⲉ	PTC	ⲙⲡⲉ
ⲙⲡⲏⲉⲓ	CPLXP	ⲙⲡⲏⲉⲓ
ⲙⲡⲏⲓ	CPLXP	ⲙⲡⲏⲓ
ⲙⲡⲏⲩⲉ	CPLXN	ⲙⲡⲏⲩⲉ
ⲙⲡⲏⲩⲉ	CPLXP	ⲙⲡⲏⲩⲉ
ⲙⲡⲓϣϭⲙϭⲟⲙ	CPLXAUXP	ⲙⲡⲓϣϭⲙϭⲟⲙ
ⲙⲡⲓϣⲁϫⲉ	CPLXP	ⲙⲡⲓϣⲁϫⲉ
ⲙⲡⲓϣⲧⲟⲣⲧⲣ	CPLXAUXP	ⲙⲡⲓϣⲧⲟⲣⲧⲣ
ⲙⲡⲓϭⲛ	CPLXAUXP	ⲙⲡⲓϭⲛ
ⲙⲡⲓⲁⲛⲟⲙⲟⲥ	CPLXP	ⲙⲡⲓⲁⲛⲟⲙⲟⲥ
ⲙⲡⲓⲁⲣⲭⲓⲙⲁⲛⲇⲣⲓⲧⲏⲥ	CPLXP	ⲙⲡⲓⲁⲣⲭⲓⲙⲁⲛⲇⲣⲓⲧⲏⲥ
ⲙⲡⲓⲃⲱⲕ	CPLXAUXP	ⲙⲡⲓⲃⲱⲕ
ⲙⲡⲓⲉⲣⲟ	CPLXP	ⲙⲡⲓⲉⲣⲟ
ⲙⲡⲓⲏⲗ	CPLXP	ⲙⲡⲓⲏⲗ
ⲙⲡⲓⲑⲁⲃ	CPLXP	ⲙⲡⲓⲑⲁⲃ
ⲙⲡⲓⲗⲁⲧⲟⲥ	CPLXP	ⲙⲡⲓⲗⲁⲧⲟⲥ
ⲙⲡⲓⲙⲉⲉⲩⲉ	CPLXAUXP	ⲙⲡⲓⲙⲉⲉⲩⲉ
ⲙⲡⲓⲙⲟⲩ	CPLXAUXP	ⲙⲡⲓⲙⲟⲩ
ⲙⲡⲓⲛⲁⲩ	CPLXAUXP	ⲙⲡⲓⲛⲁⲩ
ⲙⲡⲓⲛⲕⲟⲧⲕ	CPLXAUXP	ⲙⲡⲓⲛⲕⲟⲧⲕ
ⲙⲡⲓⲛⲟϭ	CPLXP	ⲙⲡⲓⲛⲟϭ
ⲙⲡⲓⲟⲣⲇⲁⲛⲏⲥ	CPLXP	ⲙⲡⲓⲟⲣⲇⲁⲛⲏⲥ
ⲙⲡⲓⲟⲩⲟⲉⲓϣ	ADV	ⲙⲡⲓⲟⲩⲟⲉⲓϣ
ⲙⲡⲓⲟⲩⲟⲉⲓϣ	CPLXP	ⲙⲡⲓⲟⲩⲟⲉⲓϣ
ⲙⲡⲓⲣⲁⲥⲙⲟⲥ	CPLXN	ⲙⲡⲓⲣⲁⲥⲙⲟⲥ
ⲙⲡⲓⲣⲁⲥⲙⲟⲥ	CPLXP	ⲙⲡⲓⲣⲁⲥⲙⲟⲥ
ⲙⲡⲓⲥⲉ	CPLXP	ⲙⲡⲓⲥⲉ
ⲙⲡⲓⲥⲟⲩⲛ	CPLXAUXP	ⲙⲡⲓⲥⲟⲩⲛ
ⲙⲡⲓⲥⲣⲁⲏⲗ	CPLXP	ⲙⲡⲓⲥⲣⲁⲏⲗ
ⲙⲡⲓⲥⲧⲟⲥ	CPLXN	ⲙⲡⲓⲥⲧⲟⲥ
ⲙⲡⲓⲥⲧⲟⲥ	CPLXP	ⲙⲡⲓⲥⲧⲟⲥ
ⲙⲡⲓⲧⲁⲁⲩ	CPLXAUXP	ⲙⲡⲓⲧⲁⲁⲩ
ⲙⲡⲓⲧⲟⲡⲟⲥ	CPLXP	ⲙⲡⲓⲧⲟⲡⲟⲥ
ⲙⲡⲓⲭⲣⲱ	CPLXAUXP	ⲙⲡⲓⲭⲣⲱ
ⲙⲡⲕϣⲣⲟⲉⲓⲥ	CPLXAUXP	ⲙⲡⲕϣⲣⲟⲉⲓⲥ
ⲙⲡⲕⲁϣ	CPLXP	ⲙⲡⲕⲁϣ
ⲙⲡⲕⲁϩ	CPLXP	ⲙⲡⲕⲁϩ
ⲙⲡⲕⲁⲕⲉ	CPLXP	ⲙⲡⲕⲁⲕⲉ
ⲙⲡⲕⲁⲣⲱϥ	CPLXP	ⲙⲡⲕⲁⲣⲱϥ
ⲙⲡⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ	CPLXP	ⲙⲡⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ
ⲙⲡⲕⲉϣⲃⲏⲣ	CPLXP	ⲙⲡⲕⲉϣⲃⲏⲣ
ⲙⲡⲕⲉϩⲟⲙⲧ	CPLXP	ⲙⲡⲕⲉϩⲟⲙⲧ
ⲙⲡⲕⲉⲏⲓ	CPLXP	ⲙⲡⲕⲉⲏⲓ
ⲙⲡⲕⲉⲛⲧⲩⲣⲓⲱⲛ	CPLXP	ⲙⲡⲕⲉⲛⲧⲩⲣⲓⲱⲛ
ⲙⲡⲕⲉⲥⲁⲃⲃⲁⲧⲟⲛ	CPLXP	ⲙⲡⲕⲉⲥⲁⲃⲃⲁⲧⲟⲛ
ⲙⲡⲕⲉⲥⲉⲉⲡⲉ	CPLXP	ⲙⲡⲕⲉⲥⲉⲉⲡⲉ
ⲙⲡⲕⲉⲧⲱⲟⲩⲛ	CPLXP	ⲙⲡⲕⲉⲧⲱⲟⲩⲛ
ⲙⲡⲕⲛⲧⲉ	CPLXP	ⲙⲡⲕⲛⲧⲉ
ⲙⲡⲕⲟⲙⲉⲍ	CPLXP	ⲙⲡⲕⲟⲙⲉⲍ
ⲙⲡⲕⲟⲥⲙⲟⲥ	CPLXP	ⲙⲡⲕⲟⲥⲙⲟⲥ
ⲙⲡⲕⲟⲩⲓ	CPLXP	ⲙⲡⲕⲟⲩⲓ
ⲙⲡⲕⲣⲛⲟⲃⲉ	CPLXAUXP	ⲙⲡⲕⲣⲛⲟⲃⲉ
ⲙⲡⲕⲱϩⲧ	CPLXP	ⲙⲡⲕⲱϩⲧ
ⲙⲡⲕⲱⲧⲉ	CPLXP	ⲙⲡⲕⲱⲧⲉ
ⲙⲡⲕ	ANEGPST	ⲙⲡⲕ
ⲙⲡⲗϭⲉ	CPLXP	ⲙⲡⲗϭⲉ
ⲙⲡⲗⲁⲛⲏ	CPLXP	ⲙⲡⲗⲁⲛⲏ
ⲙⲡⲗⲁⲛⲟⲥ	CPLXP	ⲙⲡⲗⲁⲛⲟⲥ
ⲙⲡⲗⲓⲃⲁⲛⲟⲥ	CPLXP	ⲙⲡⲗⲓⲃⲁⲛⲟⲥ
ⲙⲡⲗⲟⲅⲟⲥ	CPLXP	ⲙⲡⲗⲟⲅⲟⲥ
ⲙⲡⲙϩⲓⲧⲛ	PREP	ⲙⲡⲙϩⲓⲧⲛ
ⲙⲡⲙⲁⲑⲏⲧⲏⲥ	CPLXP	ⲙⲡⲙⲁⲑⲏⲧⲏⲥ
ⲙⲡⲙⲁⲙⲙⲱⲛⲁⲥ	CPLXP	ⲙⲡⲙⲁⲙⲙⲱⲛⲁⲥ
ⲙⲡⲙⲁⲥⲉ	CPLXP	ⲙⲡⲙⲁⲥⲉ
ⲙⲡⲙⲁ	CPLXP	ⲙⲡⲙⲁ
ⲙⲡⲙⲉϩϣⲟⲙⲧⲥⲱⲱⲡ	CPLXP	ⲙⲡⲙⲉϩϣⲟⲙⲧⲥⲱⲱⲡ
ⲙⲡⲙⲉϩⲥⲉⲡⲥⲛⲁⲩ	CPLXP	ⲙⲡⲙⲉϩⲥⲉⲡⲥⲛⲁⲩ
ⲙⲡⲙⲉⲉⲩⲉ	CPLXP	ⲙⲡⲙⲉⲉⲩⲉ
ⲙⲡⲙⲉⲉⲩⲉ	CPLXV	ⲙⲡⲙⲉⲉⲩⲉ
ⲙⲡⲙⲏⲏϣⲉ	CPLXP	ⲙⲡⲙⲏⲏϣⲉ
ⲙⲡⲙⲛⲧⲟⲩⲉ	CPLXP	ⲙⲡⲙⲛⲧⲟⲩⲉ
ⲙⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ	CPLXP	ⲙⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ
ⲙⲡⲙⲟⲛⲁⲭⲟⲥ	CPLXP	ⲙⲡⲙⲟⲛⲁⲭⲟⲥ
ⲙⲡⲙⲟⲟⲩ	CPLXP	ⲙⲡⲙⲟⲟⲩ
ⲙⲡⲙⲟⲩⲥ	CPLXP	ⲙⲡⲙⲟⲩⲥ
ⲙⲡⲙⲟⲩ	CPLXP	ⲙⲡⲙⲟⲩ
ⲙⲡⲙⲧⲟⲉⲃⲟⲗⲙ	PREP	ⲙⲡⲙⲧⲟⲉⲃⲟⲗⲙ
ⲙⲡⲙⲧⲟⲉⲃⲟⲗⲛ	PREP	ⲙⲡⲙⲧⲟⲉⲃⲟⲗⲛ
ⲙⲡⲙⲧⲟⲛ	CPLXP	ⲙⲡⲙⲧⲟⲛ
ⲙⲡⲙⲧⲟ	CPLXP	ⲙⲡⲙⲧⲟ
ⲙⲡⲙⲩⲥⲧⲏⲣⲓⲟⲛ	CPLXP	ⲙⲡⲙⲩⲥⲧⲏⲣⲓⲟⲛ
ⲙⲡⲛⲁⲩⲉⲧⲙⲙⲁⲩ	ADV	ⲙⲡⲛⲁⲩⲉⲧⲙⲙⲁⲩ
ⲙⲡⲛⲁⲩⲙⲡⲟⲩⲟⲉⲓⲛ	ADV	ⲙⲡⲛⲁⲩⲙⲡⲟⲩⲟⲉⲓⲛ
ⲙⲡⲛⲁⲩⲙ	PREP	ⲙⲡⲛⲁⲩⲛ
ⲙⲡⲛⲁⲩⲛⲙ	PREP	ⲙⲡⲛⲁⲩⲛ
ⲙⲡⲛⲁⲩⲛ	PREP	ⲙⲡⲛⲁⲩⲛ
ⲙⲡⲛⲁⲩ	CPLXN	ⲙⲡⲛⲁⲩ
ⲙⲡⲛⲁⲩ	CPLXP	ⲙⲡⲛⲁⲩ
ⲙⲡⲛⲁⲩ	CPLXV	ⲙⲡⲛⲁⲩ
ⲙⲡⲛⲁ	CPLXP	ⲙⲡⲛⲁ
ⲙⲡⲛⲉϣⲛⲟϫϥ	CPLXAUXP	ⲙⲡⲛⲉϣⲛⲟϫϥ
ⲙⲡⲛⲉⲓⲙⲉ	CPLXAUXP	ⲙⲡⲛⲉⲓⲙⲉ
ⲙⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ	CPLXP	ⲙⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ
ⲙⲡⲛⲉⲩⲙⲁ	CPLXP	ⲙⲡⲛⲉⲩⲙⲁ
ⲙⲡⲛⲟϭ	CPLXP	ⲙⲡⲛⲟϭ
ⲙⲡⲛⲟⲃⲉ	CPLXP	ⲙⲡⲛⲟⲃⲉ
ⲙⲡⲛⲟⲩⲧⲉ	CPLXP	ⲙⲡⲛⲟⲩⲧⲉ
ⲙⲡⲛⲥⲁϩⲟⲩ	CPLXAUXP	ⲙⲡⲛⲥⲁϩⲟⲩ
ⲙⲡⲛⲥⲟⲩⲛ	CPLXAUXP	ⲙⲡⲛⲥⲟⲩⲛ
ⲙⲡⲛⲭⲣⲱ	CPLXAUXP	ⲙⲡⲛⲭⲣⲱ
ⲙⲡⲟϭⲉ	CPLXP	ⲙⲡⲟϭⲉ
ⲙⲡⲟⲇⲓⲍⲉ	V	ⲙⲡⲟⲇⲓⲍⲉ
ⲙⲡⲟⲉⲓⲕ	CPLXP	ⲙⲡⲟⲉⲓⲕ
ⲙⲡⲟⲗⲉⲙⲓⲕⲟⲛ	CPLXP	ⲙⲡⲟⲗⲉⲙⲓⲕⲟⲛ
ⲙⲡⲟⲗⲉⲙⲟⲥ	CPLXP	ⲙⲡⲟⲗⲉⲙⲟⲥ
ⲙⲡⲟⲗⲓⲧⲏⲥ	CPLXP	ⲙⲡⲟⲗⲓⲧⲏⲥ
ⲙⲡⲟⲛⲏⲣⲟⲛ	CPLXP	ⲙⲡⲟⲛⲏⲣⲟⲛ
ⲙⲡⲟⲛⲏⲣⲟⲥ	CPLXP	ⲙⲡⲟⲛⲏⲣⲟⲥ
ⲙⲡⲟⲟϩ	CPLXP	ⲙⲡⲟⲟϩ
ⲙⲡⲟⲟⲩ	ADV	ⲙⲡⲟⲟⲩ
ⲙⲡⲟⲟⲩ	CPLXP	ⲙⲡⲟⲟⲩ
ⲙⲡⲟⲣⲛⲉⲓⲁ	CPLXN	ⲙⲡⲟⲣⲛⲉⲓⲁ
ⲙⲡⲟⲣⲛⲏ	CPLXP	ⲙⲡⲟⲣⲛⲏ
ⲙⲡⲟⲣⲛⲓⲁ	CPLXP	ⲙⲡⲟⲣⲛⲓⲁ
ⲙⲡⲟⲣⲛⲟⲥ	CPLXN	ⲙⲡⲟⲣⲛⲟⲥ
ⲙⲡⲟⲩ·ⲛ·ⲛⲉϩⲃⲏⲩⲉ	CPLXAUXP	ⲙⲡⲟⲩ·ⲛ·ⲛⲉϩⲃⲏⲩⲉ
ⲙⲡⲟⲩϣⲃⲱⲕ	CPLXAUXP	ⲙⲡⲟⲩϣⲃⲱⲕ
ⲙⲡⲟⲩϣⲛⲟϫϥ	CPLXAUXP	ⲙⲡⲟⲩϣⲛⲟϫϥ
ⲙⲡⲟⲩϩⲉ	CPLXAUXP	ⲙⲡⲟⲩϩⲉ
ⲙⲡⲟⲩϩⲏⲧ	CPLXP	ⲙⲡⲟⲩϩⲏⲧ
ⲙⲡⲟⲩϩⲟⲟⲩϣ	CPLXAUXP	ⲙⲡⲟⲩϩⲟⲟⲩϣ
ⲙⲡⲟⲩϫⲁⲓ	CPLXP	ⲙⲡⲟⲩϫⲁⲓ
ⲙⲡⲟⲩϫⲉⲗⲁⲁⲩ	CPLXAUXP	ⲙⲡⲟⲩϫⲉⲗⲁⲁⲩ
ⲙⲡⲟⲩϫⲱϩⲙ	CPLXAUXP	ⲙⲡⲟⲩϫⲱϩⲙ
ⲙⲡⲟⲩϯϩⲧⲏⲩ	CPLXAUXP	ⲙⲡⲟⲩϯϩⲧⲏⲩ
ⲙⲡⲟⲩϯⲕⲁⲣⲡⲟⲥ	CPLXAUXP	ⲙⲡⲟⲩϯⲕⲁⲣⲡⲟⲥ
ⲙⲡⲟⲩϯⲥⲟ	CPLXAUXP	ⲙⲡⲟⲩϯⲥⲟ
ⲙⲡⲟⲩϯ	CPLXAUXP	ⲙⲡⲟⲩϯ
ⲙⲡⲟⲩⲁⲑⲉⲧⲓ	CPLXV	ⲙⲡⲟⲩⲁⲑⲉⲧⲓ
ⲙⲡⲟⲩⲁ	CPLXP	ⲙⲡⲟⲩⲁ
ⲙⲡⲟⲩⲃⲗⲁⲡⲧⲉⲓ	CPLXAUXP	ⲙⲡⲟⲩⲃⲗⲁⲡⲧⲉⲓ
ⲙⲡⲟⲩⲃⲱⲗ	CPLXAUXP	ⲙⲡⲟⲩⲃⲱⲗ
ⲙⲡⲟⲩⲉⲓⲙⲉ	CPLXAUXP	ⲙⲡⲟⲩⲉⲓⲙⲉ
ⲙⲡⲟⲩⲉⲓⲱⲧ	CPLXP	ⲙⲡⲟⲩⲉⲓⲱⲧ
ⲙⲡⲟⲩⲉ	ADV	ⲙⲡⲟⲩⲉ
ⲙⲡⲟⲩⲉ	CPLXP	ⲙⲡⲟⲩⲉ
ⲙⲡⲟⲩⲏⲉⲓ	CPLXP	ⲙⲡⲟⲩⲏⲉⲓ
ⲙⲡⲟⲩⲏⲏⲃ	CPLXP	ⲙⲡⲟⲩⲏⲏⲃ
ⲙⲡⲟⲩⲏⲓ	CPLXP	ⲙⲡⲟⲩⲏⲓ
ⲙⲡⲟⲩⲛⲁⲩ	CPLXAUXP	ⲙⲡⲟⲩⲛⲁⲩ
ⲙⲡⲟⲩⲛⲟϥ	CPLXP	ⲙⲡⲟⲩⲛⲟϥ
ⲙⲡⲟⲩⲛⲟⲉⲓ	CPLXAUXP	ⲙⲡⲟⲩⲛⲟⲉⲓ
ⲙⲡⲟⲩⲟⲉⲓⲛ	CPLXP	ⲙⲡⲟⲩⲟⲉⲓⲛ
ⲙⲡⲟⲩⲡⲓⲥⲧⲉⲩⲉ	CPLXAUXP	ⲙⲡⲟⲩⲡⲓⲥⲧⲉⲩⲉ
ⲙⲡⲟⲩⲣⲛⲟⲃⲉ	CPLXAUXP	ⲙⲡⲟⲩⲣⲛⲟⲃⲉ
ⲙⲡⲟⲩⲣⲟ	CPLXP	ⲙⲡⲟⲩⲣⲟ
ⲙⲡⲟⲩⲥⲱⲙⲁ	CPLXP	ⲙⲡⲟⲩⲥⲱⲙⲁ
ⲙⲡⲟⲩⲧⲥⲟϥ	CPLXAUXP	ⲙⲡⲟⲩⲧⲥⲟϥ
ⲙⲡⲟⲩⲧⲱⲧ	CPLXP	ⲙⲡⲟⲩⲧⲱⲧ
ⲙⲡⲟⲩⲱϣ	CPLXP	ⲙⲡⲟⲩⲱϣ
ⲙⲡⲟⲩⲱⲥⲕ	CPLXAUXP	ⲙⲡⲟⲩⲱⲥⲕ
ⲙⲡⲟⲩ	N	ⲙⲡⲟⲩ
ⲙⲡⲟⲩ[..]ⲙⲉ	CPLXAUXP	ⲙⲡⲟⲩ[..]ⲙⲉ
ⲙⲡⲟⲩ[..]ⲥⲃⲱ	CPLXN	ⲙⲡⲟⲩ[..]ⲥⲃⲱ
ⲙⲡⲟ	V	ⲙⲡⲟ
ⲙⲡⲡⲁⲑⲟⲥ	CPLXP	ⲙⲡⲡⲁⲑⲟⲥ
ⲙⲡⲡⲁⲗⲗⲁϯⲟⲛ	CPLXP	ⲙⲡⲡⲁⲗⲗⲁϯⲟⲛ
ⲙⲡⲡⲁⲣⲁⲇⲓⲥⲟⲥ	CPLXP	ⲙⲡⲡⲁⲣⲁⲇⲓⲥⲟⲥ
ⲙⲡⲡⲁⲥⲭⲁ	CPLXP	ⲙⲡⲡⲁⲥⲭⲁ
ⲙⲡⲡⲓⲣⲁⲥⲙⲟⲥ	CPLXP	ⲙⲡⲡⲓⲣⲁⲥⲙⲟⲥ
ⲙⲡⲡⲟⲛⲏⲣⲟⲛ	CPLXP	ⲙⲡⲡⲟⲛⲏⲣⲟⲛ
ⲙⲡⲡⲟⲛⲏⲣⲟⲥ	CPLXP	ⲙⲡⲡⲟⲛⲏⲣⲟⲥ
ⲙⲡⲣϣⲁϫⲉ	CPLXV	ⲙⲡⲣϣⲁϫⲉ
ⲙⲡⲣϣⲓⲛⲉ	CPLXV	ⲙⲡⲣϣⲓⲛⲉ
ⲙⲡⲣϣⲟⲣⲡϥ	CPLXV	ⲙⲡⲣϣⲟⲣⲡϥ
ⲙⲡⲣϣⲧⲟⲣⲧⲣ	CPLXV	ⲙⲡⲣϣⲧⲟⲣⲧⲣ
ⲙⲡⲣϣⲱⲡⲉ	CPLXV	ⲙⲡⲣϣⲱⲡⲉ
ⲙⲡⲣϥⲉϭⲛⲉⲧⲛⲉⲣⲏⲩ	CPLXV	ⲙⲡⲣϥⲉϭⲛⲉⲧⲛⲉⲣⲏⲩ
ⲙⲡⲣϥⲓⲣⲟⲟⲩϣ	CPLXV	ⲙⲡⲣϥⲓⲣⲟⲟⲩϣ
ⲙⲡⲣϥⲱϭⲉ	CPLXV	ⲙⲡⲣϥⲱϭⲉ
ⲙⲡⲣϩⲟⲡⲟⲩⲟⲛ	CPLXV	ⲙⲡⲣϩⲟⲡⲟⲩⲟⲛ
ⲙⲡⲣϫⲓⲟⲩⲉ	CPLXV	ⲙⲡⲣϫⲓⲟⲩⲉ
ⲙⲡⲣϫⲟⲟⲥ	CPLXV	ⲙⲡⲣϫⲟⲟⲥ
ⲙⲡⲣϭⲉⲡⲗⲟⲓϭⲉ	CPLXV	ⲙⲡⲣϭⲉⲡⲗⲟⲓϭⲉ
ⲙⲡⲣϭⲛⲁⲣⲓⲕⲉ	CPLXV	ⲙⲡⲣϭⲛⲁⲣⲓⲕⲉ
ⲙⲡⲣϭⲱϣⲧ	CPLXV	ⲙⲡⲣϭⲱϣⲧ
ⲙⲡⲣϭⲱⲛⲧ	CPLXN	ⲙⲡⲣϭⲱⲛⲧ
ⲙⲡⲣϭⲱ	CPLXV	ⲙⲡⲣϭⲱ
ⲙⲡⲣⲁϣⲉ	CPLXP	ⲙⲡⲣⲁϣⲉ
ⲙⲡⲣⲁⲛ	CPLXP	ⲙⲡⲣⲁⲛ
ⲙⲡⲣⲃⲁⲥⲁⲛⲓⲍⲉ	CPLXV	ⲙⲡⲣⲃⲁⲥⲁⲛⲓⲍⲉ
ⲙⲡⲣⲉϥⲥⲱⲧⲉ	CPLXP	ⲙⲡⲣⲉϥⲥⲱⲧⲉ
ⲙⲡⲣⲉⲓ	CPLXV	ⲙⲡⲣⲉⲓ
ⲙⲡⲣⲏ	CPLXP	ⲙⲡⲣⲏ
ⲙⲡⲣⲓⲙⲉ	CPLXV	ⲙⲡⲣⲓⲙⲉ
ⲙⲡⲣⲕⲁⲁϥ	CPLXAUXP	ⲙⲡⲣⲕⲁⲁϥ
ⲙⲡⲣⲕⲁⲁϥ	CPLXV	ⲙⲡⲣⲕⲁⲁϥ
ⲙⲡⲣⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ	CPLXV	ⲙⲡⲣⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ
ⲙⲡⲣⲕⲁ	CPLXV	ⲙⲡⲣⲕⲁ
ⲙⲡⲣⲕⲟⲧⲕ	CPLXV	ⲙⲡⲣⲕⲟⲧⲕ
ⲙⲡⲣⲕⲣⲓⲛⲉ	CPLXV	ⲙⲡⲣⲕⲣⲓⲛⲉ
ⲙⲡⲣⲕⲣⲙⲣⲙ	CPLXV	ⲙⲡⲣⲕⲣⲙⲣⲙ
ⲙⲡⲣⲕⲱⲗⲩϣⲁϫⲉ	CPLXV	ⲙⲡⲣⲕⲱⲗⲩϣⲁϫⲉ
ⲙⲡⲣⲙⲙⲁⲟ	CPLXP	ⲙⲡⲣⲙⲙⲁⲟ
ⲙⲡⲣⲙⲛⲁⲥ	CPLXP	ⲙⲡⲣⲙⲛⲁⲥ
ⲙⲡⲣⲙⲟⲩⲧⲉ	CPLXV	ⲙⲡⲣⲙⲟⲩⲧⲉ
